gbs_customer_number,gbs_customer_name,risk_class,gbs_payment_term,order_number,invoice_number,item_family_name,item_product_type,collector_code,gbs_document_date,gbs_due_date,gbs_clearing_date,payment_days,days_to_pay,customer,gbs_amount_paid,bill_location_country_cd,ship_type,order_type_description,route_description,sales_rep_name,business_unit,reason_coding,invc_rjctn_sts,invc_rjctn_desc,trx_type,amnt_categ,product_category,biczincotrm
SG10_1000603342,TECH DATA ADVANCED SOLUTIONS (SINGAPORE) PTE LTD,NEW,NT07,310067880.0,4500015201,CUSTOMER SERVICE,CS HARDWARE,SG002,2016-06-17 00:00:00,2016-07-17 00:00:00,2016-07-29 00:00:00,12.0,30.0,Good,66354,SG,,EMC Std. Sales Order,,"CHUA, WANNEE",SG10,,,,,High Pay,Product PS level 1,Carriage and insurance paid to
KR10_1000241820,KB DATA SYSTEMS,LOW,NT07,40762997.0,4700027760,SYMMETRIX,CS SOFTWARE,KR001,2017-03-05 00:00:00,2017-04-04 00:00:00,2017-03-27 00:00:00,-8.0,30.0,Good,618,KR,,Service and Maint.,,,KR10,,,,,Low Pay,RENEWAL,
JP10_1000445616,"TOKIO MARINE NICHIDO SYSTEMS CO.,LTD.",LOW,,,CXY1703038,,,JP001,2017-03-24 00:00:00,2017-03-24 00:00:00,2017-03-24 00:00:00,0.0,0.0,Good,-86247,,,,,,JP10,,,,,Low Pay,,
SG10_1000354900,VSTECS (SINGAPORE) PTE. LTD,HLD,,,17160440993171,,,SG001,2017-06-14 00:00:00,2017-06-14 00:00:00,2017-06-14 00:00:00,0.0,0.0,Good,0,,,,,,SG10,,,,,Low Pay,,
PH10_1000371197,TOTAL INFORMATION MANAGEMENT CORPORATION,HLD,,30519848.0,1250001855,CONNECTRIX,HARDWARE,PH001,2015-04-15 00:00:00,2015-04-15 00:00:00,2015-04-15 00:00:00,0.0,0.0,Good,-1006,PH,Air,EMC Std. Sales Order,IE to PH - 4 - 6 Day Air MIT CORK,,PH10,,,,,Low Pay,Product PS level 1,Ex Works
KR11_1000287866,"SCG SOLUTIONS CO., LTD.",NEW,,,REBATE,,,KH001,2018-04-30 00:00:00,2018-04-30 00:00:00,2018-04-30 00:00:00,0.0,0.0,Good,-65000,,,,,,KR11,,,,,Low Pay,,
IE10_1000297533,DIGITAL CHINA TECHNOLOGY LIMITED,MED,NT10,310165051.0,3700179793,,CS HARDWARE,CN001,2016-09-29 00:00:00,2016-11-13 00:00:00,2016-11-29 00:00:00,16.0,45.0,Bad,33606,HK,,EMC Std. Sales Order,,"SHENG, DASHENG",IE10,,,,,Low Pay,Product PS level 1,Carriage and insurance paid to
SG10_1000511589,CREDIT SUISSE AG SINGAPORE BRANCH,NEW,NT07,40703273.0,4500016262,CUSTOMER SERVICE,CS SOFTWARE,SG002,2016-10-08 00:00:00,2016-11-07 00:00:00,2016-11-08 00:00:00,1.0,30.0,Good,68995,SG,,Service and Maint.,,,SG10,,,,,High Pay,RENEWAL,Bill Sender and Add
IE10_1000344970,INGRAM MICRO INDIA PRIVATE LIMITED SINGAPORE BRANCH,HI,,,3700889587,,,IE007,2017-11-03 00:00:00,2017-11-03 00:00:00,2017-11-22 00:00:00,19.0,0.0,Bad,-35947,,,,,,IE10,,,,,Low Pay,,
AU12_1003858140,INGRAM MICRO PTY LTD,NEW,NT07,40718544.0,2700049685,CUSTOMER SERVICE,CS SOFTWARE,AU001,2016-11-30 00:00:00,2016-12-30 00:00:00,2017-01-06 00:00:00,7.0,30.0,Good,13137,AU,,Service and Maint.,,,AU12,,,,,Low Pay,RENEWAL,
JP10_1000261938,"NOMURA HOLDINGS, INC.",LOW,,30534062.0,4000054631,CUSTOMER SERVICE,CS HARDWARE,JP001,2015-01-29 00:00:00,2017-09-30 00:00:00,2017-08-30 00:00:00,-31.0,975.0,Good,-117587,JP,,EMC Issue,,"KOJIMA, HISASHI",JP10,,,,,Low Pay,Product PS level 1,Delivered Duty Paid
KR11_1000205881,"INSUNG INFORMATION CO., LTD.",MED,LC09,310156005.0,2230014093,CUSTOMER SERVICE,CS HARDWARE,KH001,2016-11-11 00:00:00,2017-04-10 00:00:00,2016-11-13 00:00:00,-147.0,150.0,Good,10275,KR,,EMC Std. Sales Order,,"KIM, JEONGYOON",KR11,,,,,Low Pay,Product PS level 1,Ex Works
IE10_1000117651,CADENSWORTH (INDIA) LIMITED,HI,NT07,310017837.0,3700167541,,CS HARDWARE,IE007,2016-05-19 00:00:00,2016-06-18 00:00:00,2016-06-13 00:00:00,-5.0,30.0,Good,14868,IN,,EMC Std. Sales Order,,"QUOTA HOUSE, INDIA",IE10,,0.0,,MANUAL EXCEL,Low Pay,Product PS level 1,Ex Works
IE10_1000110057,SYNNEX TECHNOLOGY INTERNATIONAL (HK) LTD,LOW,NT07,30609167.0,3700128112,CLARIION,HARDWARE,CN001,2015-03-31 00:00:00,2015-04-30 00:00:00,2015-06-04 00:00:00,35.0,30.0,Bad,7747,HK,Truck,EMC Std. Sales Order,NL to HK - 5 - 7 Day Ground Direct,"MA, KAI",IE10,,,,,Low Pay,Product PS Level 2,Carriage and insurance paid to
JP10_1000500766,"NET ONE SYSTEMS CO., LTD.",LOW,NT12,310450432.0,4000108857,ISILON,HARDWARE,JP001,2017-12-08 00:00:00,2018-02-06 00:00:00,2018-01-31 00:00:00,-6.0,60.0,Good,51775,JP,,EMC Std. Sales Order,,"SUZUKI, HIDENORI",JP10,,,,,High Pay,Product PS level 1,Delivered Duty Paid
JP10_1000222550,"NET ONE SYSTEMS CO., LTD.",LOW,EO14,40903337.0,4000113824,CONNECTRIX,CS HARDWARE,JP001,2018-04-06 00:00:00,2018-06-29 00:00:00,2018-05-31 00:00:00,-29.0,84.0,Good,2697,JP,,Service and Maint.,,,JP10,,,,,Low Pay,RENEWAL,Delivered Duty Paid
IE10_1000286570,"SYSAGE TECHNOLOGY CO., LTD.",LOW,NT07,310277949.0,3700195603,STORAGE MANAGEMENT,SOFTWARE,TW001,2017-03-28 00:00:00,2017-04-27 00:00:00,2017-05-03 00:00:00,6.0,30.0,Good,102999,TW,,EMC Std. Sales Order,,"HUNG, ERIC",IE10,,,,,High Pay,Product PS level 1,Ex Works
SG10_1000355560,AT&T WORLDWIDE TELECOMMUNICATIONS SERVICES SINGAPORE PTE LTD,LOW,,,3066211879,,,SG002,2016-07-29 00:00:00,2016-07-29 00:00:00,2016-08-31 00:00:00,33.0,0.0,Bad,11687,,,,,,SG10,,,,,Low Pay,,
SG10_1000355560,AT&T WORLDWIDE TELECOMMUNICATIONS SERVICES SINGAPORE PTE LTD,LOW,,,3066211879,,,SG002,2016-07-29 00:00:00,2016-07-29 00:00:00,2016-08-31 00:00:00,33.0,0.0,Bad,-11687,,,,,,SG10,,,,,Low Pay,,
JP10_1000242020,NETWORLD CORPORATION,LOW,EO14,310059850.0,4000084016,UNIFIED,SOFTWARE,JP001,2016-06-14 00:00:00,2016-08-29 00:00:00,2017-05-01 00:00:00,245.0,76.0,Bad,16149,JP,,EMC Std. Sales Order,,"ARAHORI, TARO",JP10,,,,,Low Pay,Product PS level 1,Delivered Duty Paid
JP10_1000247630,ITOCHU TECHNO-SOLUTIONS CORPORATION,LOW,EO14,310004514.0,4000082532,DATADOMAIN,HARDWARE,JP001,2016-05-12 00:00:00,2016-07-30 00:00:00,2016-05-16 00:00:00,-75.0,79.0,Good,41841,JP,,EMC Std. Sales Order,,"YAMAMOTO, KOTARO",JP10,,0.0,,PROCESSED,Low Pay,Product PS level 1,Delivered Duty Paid
KR11_1000033899,"KOLON BENIT CO.,LTD",RED,LC08,310510220.0,2230018750,STORAGE MANAGEMENT,SOFTWARE,KH001,2018-06-01 00:00:00,2018-09-09 00:00:00,2018-06-08 00:00:00,-93.0,100.0,Good,49983,KR,,EMC Std. Sales Order,,"KIM, NAMJUNG",KR11,,,,,Low Pay,Product PS level 1,Ex Works
KR11_1000253185,"LG N-SYS CO., LTD",LOW,LC08,310170530.0,2230013812,UNIFIED,SOFTWARE,KH001,2016-10-06 00:00:00,2017-01-14 00:00:00,2016-10-20 00:00:00,-86.0,100.0,Good,17745,KR,Truck,EMC Std. Sales Order,IE to KR - 5 - 7 Day Ground Direct,"PARK, CHANHEE",KR11,,,,,Low Pay,Product PS level 1,Ex Works
AU12_1000301886,INFRONT SYSTEMS PTY LIMITED,HI,NT07,310067827.0,2700045963,UNIFIED,SOFTWARE,AU002,2016-06-20 00:00:00,2016-07-20 00:00:00,2016-08-29 00:00:00,40.0,30.0,Bad,69950,AU,,EMC Std. Sales Order,,"BLACK, SIMON",AU12,,,,,High Pay,Product PS level 1,Carriage and insurance paid to
KR11_1000033899,"KOLON BENIT CO.,LTD",RED,LC08,310510220.0,2230018750,RECOVERPOINTSW,SOFTWARE,KH001,2018-06-01 00:00:00,2018-09-09 00:00:00,2018-06-08 00:00:00,-93.0,100.0,Good,49983,KR,,EMC Std. Sales Order,,"KIM, NAMJUNG",KR11,,,,,Low Pay,Product PS level 1,Ex Works
AU12_1000309169,OPTUS ADMINISTRATION PTY LTD,NEW,EO10,310521010.0,2700061070,SYMSOFTWARE,SOFTWARE,AU002,2018-05-02 00:00:00,2018-06-30 00:00:00,2018-07-02 00:00:00,2.0,59.0,Good,215492,AU,,EMC Std. Sales Order,,"HARGREAVES, BEN",AU12,,,,,High Pay,Product PS level 1,Delivered Duty Paid
SG10_1000038254,DEUTSCHE BANK AG,LOW,NT10,320046370.0,4500019110,PROFESSIONAL SERVICES,PROFESSIONAL SERVICES,SG002,2017-09-05 00:00:00,2017-10-20 00:00:00,2017-09-25 00:00:00,-25.0,45.0,Good,13122,SG,,EMC Utility Charges,,,SG10,,,,,Low Pay,3rd Party HW Maint,Carriage and insurance paid to
JP10_1000222550,"NET ONE SYSTEMS CO., LTD.",LOW,EO10,40816056.0,4000104173,CONNECTRIX,CS HARDWARE,JP001,2017-08-18 00:00:00,2017-09-30 00:00:00,2017-09-29 00:00:00,-1.0,43.0,Good,7753,JP,,Service and Maint.,,,JP10,,,,,Low Pay,RENEWAL,Delivered Duty Paid
IE10_1003827365,HCL SERVICES LTD.,NEW,,40572792.0,3700146720,CUSTOMER SERVICE,CS SOFTWARE,IN001,2015-11-20 00:00:00,2015-11-20 00:00:00,2015-12-31 00:00:00,41.0,0.0,Bad,-3096,IN,,Service and Maint.,,,IE10,,0.0,,PROCESSED,Low Pay,RENEWAL,
PH10_1000265190,"MSI ECS PHILS., INC",HI,NT07,310105278.0,1250003304,CUSTOMER SERVICE,CS SOFTWARE,PH001,2016-10-26 00:00:00,2016-11-25 00:00:00,2017-02-17 00:00:00,84.0,30.0,Bad,276787,PH,,EMC Std. Sales Order,,"LAT, JEFFERSON",PH10,,,,,High Pay,Product PS level 1,Ex Works
JP10_1000242007,FUJITSU FSAS INC.,LOW,EO10,40532776.0,4000066195,CUSTOMER SERVICE,CS SOFTWARE,JP001,2015-07-10 00:00:00,2015-08-30 00:00:00,2015-08-25 00:00:00,-5.0,51.0,Good,12,JP,,Service and Maint.,,"TAKAHASHI, YUSUKE",JP10,,,,,Low Pay,RENEWAL,
JP10_1000358623,"SGI JAPAN, LTD.",LOW,EO10,40495923.0,4000061705,CUSTOMER SERVICE,CS HARDWARE,JP001,2015-04-08 00:00:00,2015-05-30 00:00:00,2015-05-29 00:00:00,-1.0,52.0,Good,23032,JP,,Service and Maint.,,"KAMIYA, TAKAHIKO",JP10,,,,,Low Pay,RENEWAL,
JP10_1000413172,CTC TECHNOLOGY CORPORATION / ITOCHU TECHNO-SCIE,MED,EO10,40502850.0,4000062635,CUSTOMER SERVICE,CS SOFTWARE,JP001,2015-04-28 00:00:00,2015-05-30 00:00:00,2015-05-29 00:00:00,-1.0,32.0,Good,1927,JP,,Service and Maint.,,"TANAKA, MASATOSHI",JP10,,,,,Low Pay,RENEWAL,
AU12_1000317570,TECH DATA ADVANCED SOLUTIONS (ANZ) LIMITED,EXL,NT07,310267221.0,2700050951,DATADOMAIN,SOFTWARE,AU002,2017-01-23 00:00:00,2017-02-22 00:00:00,2017-02-28 00:00:00,6.0,30.0,Good,6068,AU,Truck,EMC Std. Sales Order,IE to AUNSW - 5 - 7 Day Ground Direct,"NEESON, MICHAEL",AU12,,,,,Low Pay,Product PS level 1,Carriage and insurance paid to
JP10_1000190729,NTT DATA CORPORATION,LOW,EO10,30526395.0,4000058428,,SOFTWARE,JP001,2015-02-24 00:00:00,2015-03-30 00:00:00,2015-03-31 00:00:00,1.0,34.0,Good,42,JP,Air,EMC Std. Sales Order,UPS WW Express Saver,,JP10,,,,,Low Pay,Product PS Level 2,Bill Recipient
KR11_1000253185,"LG N-SYS CO., LTD",LOW,LC08,310170530.0,2230013812,UNIFIED,SOFTWARE,KH001,2016-10-06 00:00:00,2017-01-14 00:00:00,2016-10-20 00:00:00,-86.0,100.0,Good,17745,KR,,EMC Std. Sales Order,,"PARK, CHANHEE",KR11,,,,,Low Pay,Product PS level 1,Ex Works
SG10_1004082215,TECH DATA ADVANCED SOLUTIONS (SINGAPORE) PTE. LTD.,NEW,,,1600000503,,,SG002,2017-07-10 00:00:00,2017-07-10 00:00:00,2017-07-26 00:00:00,16.0,0.0,Bad,0,,,,,,SG10,,,,,Low Pay,,
AU12_1000188425,FUJI XEROX AUSTRALIA PTY LTD,LOW,NT12,50203869.0,2700038445,CUSTOMER SERVICE,CS SOFTWARE,AU002,2015-07-21 00:00:00,2015-07-21 00:00:00,2015-07-31 00:00:00,10.0,0.0,Good,-103171,AU,,CS Credit Request,,,AU12,,,,,Low Pay,RENEWAL,
HK10_1000043203,CATHAY PACIFIC AIRWAYS LIMITED,HI,,30354525.0,3600010093,PROFESSIONAL SERVICES,PROFESSIONAL SERVICES,HK001,2015-04-15 00:00:00,2015-04-15 00:00:00,2015-06-15 00:00:00,61.0,0.0,Bad,13000,HK,,EMC Utility Charges,,,HK10,,,,,Low Pay,3rd Party HW Maint,Carriage and insurance paid to
HK10_1000043203,CATHAY PACIFIC AIRWAYS LIMITED,HI,,30354525.0,3600010093,PROFESSIONAL SERVICES,PROFESSIONAL SERVICES,HK001,2015-04-15 00:00:00,2015-04-15 00:00:00,2015-06-15 00:00:00,61.0,0.0,Bad,-13000,HK,,EMC Utility Charges,,,HK10,,,,,Low Pay,3rd Party HW Maint,Carriage and insurance paid to
IE10_1000297533,DIGITAL CHINA TECHNOLOGY LIMITED,MED,NT10,310246080.0,3700190742,CLARIION,HARDWARE,CN001,2017-01-12 00:00:00,2017-02-26 00:00:00,2017-05-03 00:00:00,65.0,45.0,Bad,31149,HK,,EMC Std. Sales Order,,"YANG, XIAOFENG",IE10,,,,,Low Pay,Product PS level 1,Carriage and insurance paid to
IE10_1000297533,DIGITAL CHINA TECHNOLOGY LIMITED,MED,NT10,310198671.0,3700184084,UNIFIED,HARDWARE,CN001,2016-11-16 00:00:00,2016-12-31 00:00:00,2016-12-30 00:00:00,-1.0,45.0,Good,73578,HK,,EMC Std. Sales Order,,"WU, AMY",IE10,,,,,High Pay,Product PS level 1,Carriage and insurance paid to
JP10_1000222550,"NET ONE SYSTEMS CO., LTD.",LOW,EO14,40887840.0,4000111653,CUSTOMER SERVICE,CS SOFTWARE,JP001,2018-02-21 00:00:00,2018-04-29 00:00:00,2018-03-30 00:00:00,-30.0,67.0,Good,25090,JP,,Service and Maint.,,,JP10,,,,,Low Pay,RENEWAL,Delivered Duty Paid
AU12_1000301886,INFRONT SYSTEMS PTY LIMITED,HI,NT07,40695074.0,2700048242,CUSTOMER SERVICE,CS HARDWARE,AU002,2016-09-22 00:00:00,2016-10-22 00:00:00,2016-11-30 00:00:00,39.0,30.0,Bad,1690,AU,,Service and Maint.,,,AU12,,,,,Low Pay,RENEWAL,
KR11_1000253185,"LG N-SYS CO., LTD",LOW,,,310238585,,,KH001,2017-01-18 00:00:00,2017-01-18 00:00:00,2017-01-18 00:00:00,0.0,0.0,Good,-59001,,,,,,KR11,,,,,Low Pay,,
IE10_1000339182,VDA INFOSOLUTIONS PRIVATE LIMITED,HI,NT07,40470292.0,3700122682,CUSTOMER SERVICE,CS HARDWARE,IN001,2015-02-11 00:00:00,2015-03-13 00:00:00,2015-06-08 00:00:00,87.0,30.0,Bad,1505,IN,,Service and Maint.,,,IE10,,,,,Low Pay,RENEWAL,Bill Sender and Add
IE10_1000056213,SYNNEX TECHNOLOGY INTERNATIONAL (HK) LTD,LOW,NT07,310248758.0,3700191423,VPLEX,HARDWARE,CN001,2017-01-21 00:00:00,2017-02-20 00:00:00,2017-04-05 00:00:00,43.0,30.0,Bad,44027,HK,Truck,EMC Std. Sales Order,IE to MO - 5 - 7 Day Ground Direct,"TANG, PATRICK",IE10,,,,,Low Pay,Product PS Level 2,Carriage and insurance paid to
IE10_1000054292,CHANGHONG IT INFORMATION PRODUCTS CO. LTD.,LOW,PP00,310075246.0,3700171318,RECOVERPOINT,HARDWARE,CN001,2016-06-28 00:00:00,2016-06-28 00:00:00,2016-07-27 00:00:00,29.0,0.0,Bad,44377,CN,,EMC Std. Sales Order,,"LIANG, HONGJU",IE10,,,,,Low Pay,Product PS level 1,Carriage and insurance paid to
JP10_1000247630,ITOCHU TECHNO-SOLUTIONS CORPORATION,LOW,EO14,310077793.0,4000084738,PROFESSIONAL SERVICES,PROFESSIONAL SERVICES,JP001,2016-07-06 00:00:00,2016-09-29 00:00:00,2016-08-31 00:00:00,-29.0,85.0,Good,4073,JP,,EMC Issue,,"NATORI, TAKUJI",JP10,,,,,Low Pay,Product PS level 1,Delivered Duty Paid
KR11_1000033899,"KOLON BENIT CO.,LTD",HI,LC09,30653035.0,2230009608,CUSTOMER SERVICE,CS SOFTWARE,KH001,2015-06-26 00:00:00,2015-11-23 00:00:00,2015-07-13 00:00:00,-133.0,150.0,Good,205891,KR,,EMC Std. Sales Order,,"KWON, SOONSEOK",KR11,,,,,High Pay,Product PS level 1,Ex Works
IE10_1000467228,INGRAM MICRO INDIA PRIVATE LIMITED SINGAPORE BRANCH,HLD,NT16,30563917.0,3700120757,,CS SOFTWARE,IN001,2015-01-20 00:00:00,2015-04-20 00:00:00,2017-05-04 00:00:00,745.0,90.0,Bad,43371,SG,,EMC Std. Sales Order,,"SONI, AMIT",IE10,,,,,Low Pay,Product PS level 1,"Costs, insurance & freight"
KR10_1000375356,"DREAMSYSNET CO., LTD.",NEW,NT07,40658516.0,4700022465,CUSTOMER SERVICE,CS SOFTWARE,KR001,2016-05-25 00:00:00,2016-06-24 00:00:00,2016-06-30 00:00:00,6.0,30.0,Good,323,KR,,Service and Maint.,,,KR10,,0.0,,PROCESSED,Low Pay,RENEWAL,
TH10_1000359537,SIS DISTRIBUTION (THAILAND) PUBLIC COMPANY LIMITED,HI,NT07,310281620.0,1210005302,POWERPATH,SOFTWARE,TH001,2017-03-02 00:00:00,2017-04-01 00:00:00,2017-05-03 00:00:00,32.0,30.0,Bad,24291,TH,,EMC Std. Sales Order,,"MANOPHARS, CHIRADET",TH10,,,,,Low Pay,Product PS level 1,Ex Works
JP10_1000034040,NEC CORPORATION,LOW,EO10,40846258.0,4000107971,CUSTOMER SERVICE,CS HARDWARE,JP001,2017-11-19 00:00:00,2017-12-30 00:00:00,2018-01-09 00:00:00,10.0,41.0,Good,137334,JP,,Service and Maint.,,,JP10,,,,,High Pay,RENEWAL,
PH10_1000291621,THAKRAL INFOTECH INCORPORATED,HI,,310171144.0,1250004312,CUSTOMER SERVICE,CS SOFTWARE,PH001,2018-01-17 00:00:00,2018-01-17 00:00:00,2018-01-17 00:00:00,0.0,0.0,Good,-741,PH,,EMC Issue,,"LOGARTA, MARIAROSELLE",PH10,,,,,Low Pay,PPM Maint,Ex Works
IE10_1000255791,INGRAM MICRO INDIA PRIVATE LIMITED,HLD,NT07,310185981.0,3700182564,CUSTOMER SERVICE,CS HARDWARE,IE007,2016-10-28 00:00:00,2016-11-27 00:00:00,2016-12-05 00:00:00,8.0,30.0,Good,10569,IN,,EMC Std. Sales Order,,"BADAM, ANAND",IE10,,,,,Low Pay,Product PS level 1,Ex Works
NZ10_1003382434,INGRAM MICRO (N.Z.) LIMITED,MED,NT07,310089392.0,4300006345,BACKUP AND RECOVERY,SOFTWARE,NZ003,2016-07-29 00:00:00,2016-08-28 00:00:00,2016-09-02 00:00:00,5.0,30.0,Good,28323,NZ,,EMC Std. Sales Order,,"PATTON, PHILL",NZ10,,,,,Low Pay,Product PS level 1,Carriage and insurance paid to
IE10_1000636367,CHANGHONG IT (HONGKONG) INFORMATION PRODUCTS CO. LIMITED,LOW,LC07,30674569.0,3700138842,UNIFIED,SOFTWARE,CN001,2015-07-24 00:00:00,2015-10-02 00:00:00,2015-09-24 00:00:00,-8.0,70.0,Good,24509,CN,,EMC Std. Sales Order,,,IE10,,,,,Low Pay,Product PS level 1,Carriage and insurance paid to
MY10_1000408686,PGB SEGAMAT,NEW,NT07,40776359.0,4200008336,CUSTOMER SERVICE,CS SOFTWARE,MY001,2017-04-26 00:00:00,2017-05-26 00:00:00,2018-01-25 00:00:00,244.0,30.0,Bad,32330,MY,,Service and Maint.,,,MY10,,,,,Low Pay,RENEWAL,
JP10_1000500766,"NET ONE SYSTEMS CO., LTD.",LOW,EO10,40901594.0,4000113684,CUSTOMER SERVICE,CS HARDWARE,JP001,2018-04-04 00:00:00,2018-05-30 00:00:00,2018-05-31 00:00:00,1.0,56.0,Good,8762,JP,,Service and Maint.,,,JP10,,,,,Low Pay,RENEWAL,
IE10_1004175666,"TNC GROUP, LLC",AMB,NT07,310505593.0,3700229062,CUSTOMER SERVICE,CS HARDWARE,SG002,2018-03-29 00:00:00,2018-04-28 00:00:00,2018-05-02 00:00:00,4.0,30.0,Good,33276,US,,EMC Std. Sales Order,,"NGUYEN, DUY",IE10,,,,,Low Pay,Product PS level 1,Ex Works
JP10_1000247630,ITOCHU TECHNO-SOLUTIONS CORPORATION,LOW,EO14,30632941.0,4000063806,CUSTOMER SERVICE,CS SOFTWARE,JP001,2015-05-21 00:00:00,2015-07-30 00:00:00,2015-06-30 00:00:00,-30.0,70.0,Good,18518,JP,,EMC Std. Sales Order,,"YOKOIWA, JUN",JP10,,,,,Low Pay,Product PS level 1,Delivered Duty Paid
JP10_1000034040,NEC CORPORATION,LOW,EO10,30696213.0,4000070430,SYMMETRIX,HARDWARE,JP001,2015-09-30 00:00:00,2015-10-30 00:00:00,2015-11-05 00:00:00,6.0,30.0,Good,268980,JP,Truck,Contract Eval,IE to JP - 5 - 7 Day Ground Direct,"TOKUGAWA, YUKI",JP10,,0.0,,PROCESSED,High Pay,Product PS Level 2,Delivered Duty Paid
IE10_1000438329,LENOVO COMPUTER LIMITED,HI,NT12,310034972.0,3700164109,UNIFIED,HARDWARE,CN001,2016-03-31 00:00:00,2016-05-30 00:00:00,2016-06-08 00:00:00,9.0,60.0,Good,2674,HK,Truck,EMC Std. Sales Order,IE to CN - 5 - 7 Day Ground Direct,"JIANG, CHANGPO",IE10,,0.0,,PROCESSED,Low Pay,Product PS Level 2,Carriage and insurance paid to
IE10_1000117651,CADENSWORTH (INDIA) LIMITED,HI,,30606993.0,3700128313,DATADOMAIN,HARDWARE,IE007,2015-05-19 00:00:00,2015-05-19 00:00:00,2017-02-01 00:00:00,624.0,0.0,Bad,-120844,IN,,EMC Std. Sales Order,,,IE10,,,,,Low Pay,Product PS level 1,Ex Works
IE10_1000339182,VDA INFOSOLUTIONS PRIVATE LIMITED,HI,,40582595.0,3700149108,CUSTOMER SERVICE,CS HARDWARE,IN001,2015-12-23 00:00:00,2015-12-23 00:00:00,2016-06-17 00:00:00,176.0,0.0,Bad,-1308,IN,,Service and Maint.,,,IE10,,0.0,,PROCESSED,Low Pay,RENEWAL,Bill Sender and Add
TH10_1000359537,SIS DISTRIBUTION (THAILAND) PUBLIC COMPANY LIMITED,HI,NT07,310188054.0,1210004955,UNIFIED,SOFTWARE,TH001,2016-11-05 00:00:00,2016-12-05 00:00:00,2016-11-28 00:00:00,-7.0,30.0,Good,89505,TH,,EMC Std. Sales Order,,"SAWANGWISARN, PANUWAT",TH10,,,,,High Pay,Product PS level 1,Ex Works
PH10_1000265190,"MSI ECS PHILS., INC",HLD,,310217610.0,1250003367,SYMMETRIX,CS SOFTWARE,PH001,2017-01-31 00:00:00,2017-01-31 00:00:00,2017-02-17 00:00:00,17.0,0.0,Bad,-870,PH,,EMC Std. Sales Order,,"SAMPATON, HENLIE",PH10,,,,,Low Pay,Product PS level 1,Ex Works
KR10_1000198426,JC1 CORPORATION,MED,NT07,40553007.0,4700017841,SYMMETRIX,CS SOFTWARE,KR001,2015-08-31 00:00:00,2015-09-30 00:00:00,2015-11-02 00:00:00,33.0,30.0,Bad,153,KR,,Service and Maint.,,,KR10,,0.0,,PROCESSED,Low Pay,RENEWAL,
KR10_1000302815,INTECH & COMPANY INC.,LOW,NT07,40639840.0,4700021377,SYMMETRIX,CS HARDWARE,KR001,2016-03-31 00:00:00,2016-04-30 00:00:00,2016-05-03 00:00:00,3.0,30.0,Good,3041,KR,,Service and Maint.,,,KR10,,0.0,,PROCESSED,Low Pay,RENEWAL,Ex Works
IE10_1000117651,CADENSWORTH (INDIA) LIMITED,HI,NT07,30610079.0,3700135797,DATADOMAIN,HARDWARE,IE007,2015-06-27 00:00:00,2015-07-27 00:00:00,2017-02-01 00:00:00,555.0,30.0,Bad,14178,IN,,EMC Std. Sales Order,,,IE10,,,,,Low Pay,Product PS level 1,Ex Works
IE10_1000438329,LENOVO COMPUTER LIMITED,HI,NT12,310034972.0,3700164109,,HARDWARE,CN001,2016-03-31 00:00:00,2016-05-30 00:00:00,2016-06-08 00:00:00,9.0,60.0,Good,2674,HK,Truck,EMC Std. Sales Order,IE to CN - 5 - 7 Day Ground Direct,"JIANG, CHANGPO",IE10,,0.0,,PROCESSED,Low Pay,Product PS Level 2,Carriage and insurance paid to
IE10_1000196276,DIGITAL CHINA TECHNOLOGY LIMITED,LOW,NT10,30746469.0,3700151080,DATADOMAIN,SOFTWARE,CN001,2015-11-27 00:00:00,2016-01-11 00:00:00,2016-01-26 00:00:00,15.0,45.0,Good,58357,HK,Air,EMC Std. Sales Order,IE to CN - 4 - 6 Day Air MIT HK SCHENKER,,IE10,,0.0,,MANUAL EXCEL,High Pay,Product PS level 1,Carriage and insurance paid to
KR11_1000033899,"KOLON BENIT CO.,LTD",HI,LC09,50243095.0,2230011962,,CS HARDWARE,KH001,2016-03-30 00:00:00,2016-03-30 00:00:00,2016-03-30 00:00:00,0.0,0.0,Good,-257071,KR,,EMC Credit Memo Req,,"HA, WONJONG",KR11,,0.0,,INTERNAL - FULLY PROCESSED,Low Pay,Product PS level 1,Ex Works
JP10_1000232680,QUALICA INC.,LOW,,,ZY151030018,,,JP001,2015-10-30 00:00:00,2015-10-30 00:00:00,2015-10-30 00:00:00,0.0,0.0,Good,-1224,,,,,,JP10,,,,,Low Pay,,
AU12_1000230935,WESTCON GROUP PTY LTD,HI,NT10,30678534.0,2700038703,CUSTOMER SERVICE,CS SOFTWARE,AU002,2015-07-31 00:00:00,2015-09-14 00:00:00,2016-01-20 00:00:00,128.0,45.0,Bad,4078,AU,,EMC Std. Sales Order,,,AU12,,,,,Low Pay,Product PS level 1,Carriage and insurance paid to
PH10_1000149605,"SANDZ SOLUTIONS PHILS., INC.",HLD,,30620611.0,1250002192,PROFESSIONAL SERVICES,PROFESSIONAL SERVICES,PH001,2015-08-06 00:00:00,2015-08-06 00:00:00,2016-08-31 00:00:00,391.0,0.0,Bad,-89089,PH,,EMC Std. Sales Order,,"DELGADO, VINCENT",PH10,,,,,Low Pay,PS Level 2,Ex Works
